Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(l/100km),Emission,Price,car_id
Hyundai,Elite,2018,Orange,Hatchback,44188,1st,5,Diesel,45,1396,6-Speed,Automatic,89.0,220.0,4.44,BS V,8160.0,360
Hyundai,i20,2018,Orange,Hatchback,44188,1st,5,Diesel,45,1396,6-Speed,Automatic,89.0,220.0,4.44,BS V,8160.0,360
Ford,Figo,2019,Red,Hatchback,45590,1st,5,Diesel,40,1596,5-Speed,Manual,98.96,215.0,4.1,BS V,6440.0,361
Ford,Figo,2019,Red,Hatchback,45590,1st,5,Diesel,40,1499,5-Speed,Manual,98.96,215.0,4.1,BS V,6440.0,363
Hyundai,Creta,2016,Blue,Suv,97039,1st,5,Diesel,60,1596,6-Speed,Manual,126.0,265.0,5.88,BS IV,10860.0,365
Hyundai,Creta,2016,Blue,Suv,97039,1st,5,Diesel,60,1582,6-Speed,Manual,126.0,265.0,5.88,BS IV,10860.0,367
Hyundai,Elite,2016,Silver,Hatchback,14359,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6740.0,369
Hyundai,i20,2016,Silver,Hatchback,14359,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6740.0,369
Hyundai,Eon,2018,White,Hatchback,48670,2nd,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,3500.0,370
Hyundai,Creta,2018,Red,Suv,70015,1st,5,Petrol,55,1591,6-Speed,Automatic,121.3,151.0,6.33,BS V,12130.0,371
Maruti,Alto,2011,Silver,Hatchback,41517,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2750.0,372
Maruti,K10,2011,Silver,Hatchback,41517,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2750.0,372
Suzuki,Alto,2011,Silver,Hatchback,41517,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2750.0,372
Suzuki,K10,2011,Silver,Hatchback,41517,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2750.0,372
Maruti,S-Presso,2021,Grey,Hatchback,14818,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5330.0,373
Suzuki,S-Presso,2021,Grey,Hatchback,14818,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5330.0,373
Honda,City,2017,Brown,Sedan,46935,1st,5,Petrol,40,1497,5-Speed,Manual,117.6,145.0,5.75,BS IV,8240.0,374
Hyundai,Elite,2020,White,Hatchback,30590,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,8050.0,375
Hyundai,i20,2020,White,Hatchback,30590,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,8050.0,375
Hyundai,Creta,2017,Black,Suv,62805,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,10980.0,376
Maruti,Ciaz,2017,Grey,Sedan,47123,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,7950.0,377
Suzuki,Ciaz,2017,Grey,Sedan,47123,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,7950.0,377
Maruti,Alto,2019,Silver,Hatchback,50437,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4060.0,378
Maruti,K10,2019,Silver,Hatchback,50437,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4060.0,378
Suzuki,Alto,2019,Silver,Hatchback,50437,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4060.0,378
Suzuki,K10,2019,Silver,Hatchback,50437,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4060.0,378
Maruti,Dzire,2017,Blue,Sedan,49930,1st,5,Petrol,37,1696,5-Speed,Automatic,88.5,113.0,4.15,BS V,7200.0,379
Suzuki,Dzire,2017,Blue,Sedan,49930,1st,5,Petrol,37,1696,5-Speed,Automatic,88.5,113.0,4.15,BS V,7200.0,379
Ford,EcoSport,2016,Blue,Suv,46485,1st,5,Petrol,52,1298,5-Speed,Automatic,124.0,170.0,5.29,BS IV,7320.0,380
Maruti,Celerio,2014,White,Hatchback,76306,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4060.0,381
Suzuki,Celerio,2014,White,Hatchback,76306,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4060.0,381
Hyundai,Elite,2015,Blue,Hatchback,80743,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6220.0,382
Hyundai,i20,2015,Blue,Hatchback,80743,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6220.0,382
Hyundai,Elite,2018,Red,Hatchback,54836,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7420.0,383
Hyundai,i20,2018,Red,Hatchback,54836,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7420.0,383
Maruti,Dzire,2018,Blue,Sedan,32170,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.15,BS V,6990.0,384
Suzuki,Dzire,2018,Blue,Sedan,32170,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.15,BS V,6990.0,384
Toyota,Etios,2011,Black,Sedan,62193,1st,5,Petrol,45,1496,5-Speed,Manual,80.0,132.0,5.69,BS IV,4260.0,385
Hyundai,Eon,2012,Blue,Hatchback,40097,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,2840.0,386
Honda,Amaze,2015,White,Sedan,44188,1st,5,Petrol,35,1198,5-Speed,Manual,86.9,109.0,5.56,BS IV,5740.0,387
Hyundai,Elite,2017,Red,Hatchback,86163,2nd,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,6990.0,388
Hyundai,i20,2017,Red,Hatchback,86163,2nd,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,6990.0,388
Hyundai,Elite,2016,Red,Hatchback,50229,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6050.0,389
Hyundai,i20,2016,Red,Hatchback,50229,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6050.0,389
Maruti,S-Cross,2020,Blue,Suv,20156,1st,5,Petrol,48,1462,5-Speed,Manual,103.25,138.0,5.39,BS IV,11040.0,390
Suzuki,S-Cross,2020,Blue,Suv,20156,1st,5,Petrol,48,1462,5-Speed,Manual,103.25,138.0,5.39,BS IV,11040.0,390
Hyundai,i10,2016,Silver,Hatchback,29122,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4510.0,391
Hyundai,Elite,2016,White,Hatchback,71532,2nd,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,6330.0,392
Hyundai,i20,2016,White,Hatchback,71532,2nd,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,6330.0,392
MG,Hector,2020,White,Suv,36581,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,18480.0,393
Motors,Hector,2020,White,Suv,36581,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,18480.0,393
MG,Hector,2020,White,Suv,36581,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,18480.0,395
Motors,Hector,2020,White,Suv,36581,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,18480.0,395
Hyundai,Creta,2016,Red,Suv,37702,2nd,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,9430.0,397
Hyundai,Elite,2018,Red,Hatchback,30876,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7090.0,398
Hyundai,i20,2018,Red,Hatchback,30876,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7090.0,398
Volkswagen,Polo,2011,White,Hatchback,92227,2nd,5,Petrol,45,1199,5-Speed,Manual,74.0,110.0,6.17,BS IV,4020.0,399
Volkswagen,Ameo,2017,Grey,Sedan,24747,1st,5,Petrol,45,1298,5-Speed,Automatic,73.75,110.0,5.88,BS V,6460.0,400
Hyundai,i10,2013,White,Hatchback,26671,2nd,5,Petrol,35,1086,5-Speed,Manual,68.05,99.04,5.05,BS III,3340.0,401
Maruti,Swift,2013,Red,Hatchback,84739,1st,5,Diesel,43,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,4960.0,402
Suzuki,Swift,2013,Red,Hatchback,84739,1st,5,Diesel,43,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,4960.0,402
Volkswagen,Polo,2017,Silver,Hatchback,90423,1st,5,Diesel,45,1498,5-Speed,Manual,88.0,230.0,4.96,BS IV,7350.0,403
Maruti,Ritz,2015,Brown,Hatchback,40632,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4870.0,404
Suzuki,Ritz,2015,Brown,Hatchback,40632,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4870.0,404
Maruti,Ritz,2013,Silver,Hatchback,59010,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4100.0,405
Suzuki,Ritz,2013,Silver,Hatchback,59010,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4100.0,405
Hyundai,Elite,2018,Red,Hatchback,24732,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7660.0,406
Hyundai,i20,2018,Red,Hatchback,24732,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7660.0,406
Kia,Seltos,2020,Red,Suv,14077,1st,5,Petrol,50,1353,6-Speed,Manual,138.0,242.0,6.21,BS IV,16470.0,407
Hyundai,Eon,2013,Blue,Hatchback,19600,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,3110.0,408
Skoda,Rapid,2012,White,Sedan,93981,2nd,5,Diesel,55,1598,5-Speed,Manual,105.0,250.0,0.95,BS III,4360.0,409
Hyundai,i10,2015,Silver,Hatchback,25413,2nd,5,Petrol,35,1197,5-Speed,Manual,68.0,99.08,5.05,BS III,3910.0,410
Hyundai,Fluidic,2017,Silver,Sedan,95862,1st,5,Diesel,43,1582,6-Speed,Manual,126.0,260.0,4.03,BS IV,8700.0,411
Hyundai,Verna,2017,Silver,Sedan,95862,1st,5,Diesel,43,1582,6-Speed,Manual,126.0,260.0,4.03,BS IV,8700.0,411
Hyundai,4S,2017,Silver,Sedan,95862,1st,5,Diesel,43,1582,6-Speed,Manual,126.0,260.0,4.03,BS IV,8700.0,411
Maruti,Wagon,2012,Blue,Hatchback,53015,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3230.0,412
Maruti,R,2012,Blue,Hatchback,53015,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3230.0,412
Suzuki,Wagon,2012,Blue,Hatchback,53015,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3230.0,412
Suzuki,R,2012,Blue,Hatchback,53015,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3230.0,412
Honda,Jazz,2015,Maroon,Hatchback,63279,1st,5,Petrol,40,1199,5-Speed,Manual,88.51,110.0,6.02,BS IV,5980.0,413
Hyundai,Xcent,2017,Grey,Sedan,73591,1st,5,Petrol,43,1197,5-Speed,Manual,81.86,113.75,4.97,BS V,5890.0,414
Maruti,Celerio,2017,White,Hatchback,79503,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4640.0,415
Suzuki,Celerio,2017,White,Hatchback,79503,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4640.0,415
Hyundai,Verna,2014,Red,Sedan,60227,1st,5,Diesel,43,1582,6-Speed,Manual,126.0,260.0,4.57,BS III,7020.0,416
Renault,Kwid,2021,Blue,Hatchback,5564,1st,5,Petrol,28,799,5-Speed,Automatic,53.0,72.0,4.83,BS IV,4720.0,417
Renault,Kwid,2017,White,Hatchback,71696,1st,5,Petrol,28,999,5-Speed,Manual,67.0,91.0,4.35,BS V,3530.0,418
Volkswagen,Polo,2011,Black,Hatchback,44787,2nd,5,Petrol,45,1199,5-Speed,Manual,74.0,110.0,6.17,BS IV,4020.0,419
Hyundai,Creta,2017,Red,Suv,68295,2nd,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,9770.0,420
Maruti,Alto,2016,White,Hatchback,38868,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3580.0,421
Maruti,K10,2016,White,Hatchback,38868,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3580.0,421
Suzuki,Alto,2016,White,Hatchback,38868,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3580.0,421
Suzuki,K10,2016,White,Hatchback,38868,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3580.0,421
Maruti,Ritz,2012,Blue,Hatchback,40411,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3990.0,422
Suzuki,Ritz,2012,Blue,Hatchback,40411,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3990.0,422
Hyundai,Elite,2020,White,Hatchback,17156,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,8360.0,423
Hyundai,i20,2020,White,Hatchback,17156,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,8360.0,423
Ford,EcoSport,2017,Black,Suv,12761,2nd,5,Petrol,52,1499,5-Speed,Manual,110.0,140.0,6.33,BS IV,8030.0,424
Maruti,Alto,2021,Grey,Hatchback,10563,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4100.0,425
Maruti,800,2021,Grey,Hatchback,10563,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4100.0,425
Suzuki,Alto,2021,Grey,Hatchback,10563,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4100.0,425
Suzuki,800,2021,Grey,Hatchback,10563,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4100.0,425
Hyundai,Elite,2018,Red,Hatchback,13948,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7950.0,426
Hyundai,i20,2018,Red,Hatchback,13948,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7950.0,426
Hyundai,Verna,2019,Silver,Sedan,6165,1st,5,Petrol,45,1591,6-Speed,Automatic,121.3,151.0,5.88,BS V,12660.0,427
Hyundai,i10,2012,Red,Hatchback,44478,2nd,5,Petrol,35,1197,5-Speed,Manual,78.9,111.7,4.91,BS III,3430.0,428
Hyundai,i10,2011,Golden,Hatchback,85895,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,3620.0,429
Datsun,Redi-GO,2017,Red,Hatchback,42187,1st,5,Petrol,28,799,5-Speed,Manual,53.64,72.0,4.83,BS V,3000.0,430
Hyundai,Elite,2016,Blue,Hatchback,88795,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,6940.0,431
Hyundai,i20,2016,Blue,Hatchback,88795,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,6940.0,431
Hyundai,i20,2013,Grey,Hatchback,45000,2nd,5,Petrol,45,1197,5-Speed,Manual,82.85,113.7,5.41,BS IV,4840.0,432
Honda,City,2018,White,Sedan,14861,1st,5,Petrol,40,1497,5-Speed,Automatic,117.6,145.0,5.75,BS V,10010.0,433
Hyundai,i10,2014,Red,Hatchback,61455,1st,5,Petrol,35,1197,5-Speed,Manual,68.0,99.08,5.05,BS III,3840.0,434
Honda,WR-V,2019,Brown,Suv,23697,1st,5,Petrol,40,1199,5-Speed,Manual,88.5,110.0,6.06,BS IV,8580.0,435
Maruti,Celerio,2017,Grey,Hatchback,84623,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4820.0,436
Suzuki,Celerio,2017,Grey,Hatchback,84623,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4820.0,436
Honda,Jazz,2016,Silver,Hatchback,36822,1st,5,Petrol,40,1199,5-Speed,Automatic,88.7,110.0,5.35,BS V,5810.0,437
Hyundai,i10,2011,Silver,Hatchback,49985,1st,5,Petrol,35,1197,5-Speed,Manual,68.0,99.08,5.05,BS III,3200.0,438
Hyundai,Creta,2018,Red,Suv,25411,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,11760.0,439
Hyundai,Creta,2019,White,Suv,26198,1st,5,Petrol,55,1696,6-Speed,Automatic,121.33,151.0,5.95,BS V,12740.0,440
Maruti,Alto,2016,Grey,Hatchback,21812,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3620.0,441
Maruti,K10,2016,Grey,Hatchback,21812,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3620.0,441
Suzuki,Alto,2016,Grey,Hatchback,21812,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3620.0,441
Suzuki,K10,2016,Grey,Hatchback,21812,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3620.0,441
Renault,Kwid,2020,White,Hatchback,15591,1st,5,Petrol,28,1298,5-Speed,Automatic,67.0,91.0,4.55,BS IV,4890.0,442
Honda,City,2015,White,Sedan,50821,2nd,5,Petrol,40,1497,5-Speed,Manual,117.3,145.0,5.56,BS IV,8150.0,443
Hyundai,Creta,2017,Red,Suv,57167,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,10640.0,444
Hyundai,i10,2014,Silver,Hatchback,62904,1st,5,Petrol,35,1197,5-Speed,Manual,68.0,99.08,5.05,BS III,3890.0,445
Honda,Jazz,2018,Silver,Hatchback,13074,1st,5,Petrol,40,1199,5-Speed,Manual,88.51,110.0,6.02,BS IV,7150.0,446
Maruti,Baleno,2019,Blue,Hatchback,37942,1st,5,Diesel,37,1248,5-Speed,Automatic,74.0,190.0,,BS V,8470.0,447
Suzuki,Baleno,2019,Blue,Hatchback,37942,1st,5,Diesel,37,1248,5-Speed,Automatic,74.0,190.0,,BS V,8470.0,447
Ford,EcoSport,2016,Grey,Suv,96471,1st,5,Diesel,52,1498,5-Speed,Manual,99.0,205.0,4.41,BS IV,6280.0,448
Hyundai,Eon,2015,Red,Hatchback,40959,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,3170.0,449
Ford,Figo,2020,White,Sedan,18300,1st,5,Petrol,42,1798,5-Speed,Manual,94.93,119.0,5.41,BS V,7290.0,450
Ford,Aspire,2020,White,Sedan,18300,1st,5,Petrol,42,1798,5-Speed,Manual,94.93,119.0,5.41,BS V,7290.0,450
Maruti,Alto,2017,Grey,Hatchback,32419,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3960.0,451
Maruti,K10,2017,Grey,Hatchback,32419,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3960.0,451
Suzuki,Alto,2017,Grey,Hatchback,32419,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3960.0,451
Suzuki,K10,2017,Grey,Hatchback,32419,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3960.0,451
Maruti,Ertiga,2016,Blue,Muv,35128,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,9490.0,452
Suzuki,Ertiga,2016,Blue,Muv,35128,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,9490.0,452
Hyundai,i10,2016,Grey,Hatchback,36707,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4530.0,453
Maruti,Ertiga,2016,Grey,Muv,99495,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,8980.0,454
Suzuki,Ertiga,2016,Grey,Muv,99495,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,8980.0,454
Maruti,Alto,2011,Red,Hatchback,69077,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2810.0,455
Maruti,K10,2011,Red,Hatchback,69077,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2810.0,455
Suzuki,Alto,2011,Red,Hatchback,69077,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2810.0,455
Suzuki,K10,2011,Red,Hatchback,69077,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2810.0,455
Hyundai,Elite,2017,Grey,Hatchback,81673,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6280.0,456
Hyundai,i20,2017,Grey,Hatchback,81673,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6280.0,456
Hyundai,Elite,2017,Blue,Hatchback,22127,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7130.0,457
Hyundai,i20,2017,Blue,Hatchback,22127,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7130.0,457
Maruti,Wagon,2011,Brown,Hatchback,43763,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3380.0,458
Maruti,R,2011,Brown,Hatchback,43763,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3380.0,458
Suzuki,Wagon,2011,Brown,Hatchback,43763,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3380.0,458
Suzuki,R,2011,Brown,Hatchback,43763,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3380.0,458
Maruti,Ritz,2014,Grey,Hatchback,45887,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4450.0,459
Suzuki,Ritz,2014,Grey,Hatchback,45887,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4450.0,459
Maruti,Celerio,2015,Red,Hatchback,68859,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4470.0,460
Suzuki,Celerio,2015,Red,Hatchback,68859,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4470.0,460
Hyundai,Elite,2017,White,Hatchback,24353,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6200.0,461
Hyundai,i20,2017,White,Hatchback,24353,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6200.0,461
Ford,Figo,2017,White,Sedan,53467,1st,5,Petrol,42,1194,5-Speed,Manual,94.93,119.0,5.41,BS V,5240.0,462
Ford,Aspire,2017,White,Sedan,53467,1st,5,Petrol,42,1194,5-Speed,Manual,94.93,119.0,5.41,BS V,5240.0,462
Hyundai,Verna,2017,Silver,Sedan,18732,1st,5,Petrol,45,1591,6-Speed,Automatic,121.3,151.0,5.88,BS V,10470.0,463
Hyundai,i10,2015,White,Hatchback,24631,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4440.0,464
Maruti,Ertiga,2016,White,Muv,54971,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,9060.0,465
Suzuki,Ertiga,2016,White,Muv,54971,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,9060.0,465
Maruti,S-Presso,2022,White,Hatchback,12076,1st,5,Petrol,27,998,5-Speed,Manual,58.0,78.0,3.21,BS IV,6860.0,466
Maruti,S-Presso,2022,White,Hatchback,12076,1st,5,Cng,27,998,5-Speed,Manual,58.0,78.0,3.21,BS IV,6860.0,466
Suzuki,S-Presso,2022,White,Hatchback,12076,1st,5,Petrol,27,998,5-Speed,Manual,58.0,78.0,3.21,BS IV,6860.0,466
Suzuki,S-Presso,2022,White,Hatchback,12076,1st,5,Cng,27,998,5-Speed,Manual,58.0,78.0,3.21,BS IV,6860.0,466
Hyundai,i10,2013,White,Hatchback,35425,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.7,4.91,BS III,3720.0,467
Hyundai,Elite,2016,Silver,Hatchback,54734,1st,5,Diesel,45,1396,6-Speed,Manual,89.0,220.0,4.44,BS IV,6840.0,468
Hyundai,i20,2016,Silver,Hatchback,54734,1st,5,Diesel,45,1396,6-Speed,Manual,89.0,220.0,4.44,BS IV,6840.0,468
Maruti,Alto,2015,Silver,Hatchback,39807,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3520.0,469
Maruti,K10,2015,Silver,Hatchback,39807,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3520.0,469
Suzuki,Alto,2015,Silver,Hatchback,39807,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3520.0,469
Suzuki,K10,2015,Silver,Hatchback,39807,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3520.0,469
Hyundai,i10,2014,Grey,Hatchback,41667,2nd,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,3920.0,470
Maruti,Ritz,2015,Brown,Hatchback,28840,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4890.0,471
Suzuki,Ritz,2015,Brown,Hatchback,28840,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4890.0,471
Hyundai,Xcent,2014,Blue,Sedan,69402,1st,5,Petrol,43,1197,4-Speed,Automatic,81.0,114.0,6.21,BS IV,5510.0,472
Honda,Jazz,2017,White,Hatchback,53613,2nd,5,Petrol,40,1199,7-Speed,Manual,88.51,110.0,5.88,BS IV,6880.0,473
Kia,Seltos,2019,White,Suv,27562,1st,5,Petrol,50,1353,6-Speed,Manual,138.0,242.0,6.21,BS IV,15490.0,474
Honda,Jazz,2018,Brown,Hatchback,14952,1st,5,Petrol,40,1199,5-Speed,Manual,88.51,110.0,6.02,BS IV,7100.0,475
Maruti,Wagon,2011,White,Hatchback,71380,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3080.0,476
Maruti,R,2011,White,Hatchback,71380,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3080.0,476
Suzuki,Wagon,2011,White,Hatchback,71380,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3080.0,476
Suzuki,R,2011,White,Hatchback,71380,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3080.0,476
